,0
5207,"okay,"
5208,understanding
5209,these
5210,are
5211,the
5212,correct
5213,contacts
5214,at
5215,each
5216,site
5217,to
5218,send
5219,it
5220,out
5221,to
5222,getting
5223,the
5224,"data,"
5225,putting
5226,it
5227,all
5228,"together,"
5229,that
5230,kind
5231,of
5232,thing.
5233,yeah.
5234,and
5235,do
5236,"they,"
5237,let's
5238,say
5239,somebody
5240,has
5241,1000
5242,locations
5243,all
5244,over
5245,the
5246,"world,"
5247,they
5248,really
5249,have
5250,access
5251,to
5252,these
5253,factories
5254,if
5255,they
5256,want
5257,to
5258,do
5259,a
5260,full.
5261,so
5262,it
5263,depends
5264,on
5265,the
5266,company.
5267,the
5268,really
5269,mature
5270,companies
5271,"will,"
5272,will
5273,have
5274,some
5275,kind
5276,"of,"
5277,especially
5278,if
5279,they're
5280,pushing
5281,1000
5282,locations
5283,that
5284,they
5285,own.
5286,um
5287,they
5288,more
5289,mature
5290,companies
5291,are
5292,"using,"
5293,like
5294,i
5295,"said,"
5296,like
5297,i
5298,hinted
5299,at
5300,a
5301,bill
5302,pay
5303,"service,"
5304,energy
5305,does
5306,a
5307,bill
5308,pay
5309,service
5310,or
5311,they'll
5312,have
5313,a
5314,central
5315,tracking
5316,system
5317,where
5318,maybe
5319,not
5320,all
5321,of
5322,their
5323,stores
5324,are
5325,on
5326,"it,"
5327,but
5328,some
5329,of
5330,their
5331,stores
5332,are
5333,on
5334,it
5335,and
5336,so
5337,we
5338,can
5339,take
5340,that
5341,data
5342,and
5343,that's
5344,it's
5345,great
5346,when
5347,they
5348,have
5349,it.
5350,um
5351,sometimes
5352,they'll
5353,have
5354,access
5355,a
5356,lot
5357,of
5358,the
5359,"times,"
5360,especially
5361,in
5362,the
5363,least
5364,locations
5365,they
5366,don't
5367,have
5368,access
5369,to
5370,the
5371,bills
5372,because
5373,they
5374,don't
5375,get
5376,billed
5377,directly.
5378,they're
5379,paying
5380,the
5381,landlord
5382,back
5383,for
5384,utilities.
5385,and
5386,those
5387,cases
5388,we
5389,either
5390,can
5391,ask
5392,the
5393,landlord
5394,for
5395,full
5396,building
5397,data
5398,and
5399,pro
5400,rated
5401,by
5402,square
5403,footage
5404,that
5405,they
5406,that
5407,they're
5408,occupying
5409,the
5410,building
5411,or
5412,if
5413,there's
5414,no
5415,data
5416,"available,"
5417,which
5418,is
5419,often
5420,the
5421,case
5422,with
5423,"some,"
5424,we
5425,use
5426,estimates
5427,for
5428,for
5429,some
5430,locations
5431,where
5432,they
5433,don't
5434,have
5435,data.
5436,um
5437,"it's,"
5438,it's
5439,all
5440,this
5441,is
5442,that's
5443,"the,"
5444,that's
5445,the
5446,tedious
5447,part
5448,really
5449,is
5450,"figuring,"
5451,okay
5452,which
5453,locations
5454,are
5455,we
5456,going
5457,to
5458,get
5459,data
5460,for?
5461,which
5462,locations
5463,do
5464,we
5465,need
5466,to
5467,estimate
5468,which
5469,locations
5470,do
5471,we
5472,have
5473,like
5474,maybe
5475,full
5476,building
5477,"data,"
5478,but
5479,not
5480,just
5481,their
5482,space.
5483,"um,"
5484,so
5485,that's
5486,that's
5487,a
5488,big
5489,tricky
5490,challenge
5491,that
5492,we
5493,deal
5494,with.
5495,yeah.
5496,how
5497,do
5498,you
5499,communicate
5500,the
5501,accuracy
5502,of
5503,those
5504,estimates?
5505,yeah.
5506,so
5507,"it's,"
5508,i
5509,think
5510,it's
5511,like
5512,we
5513,will
5514,"use,"
5515,it
5516,depends
5517,on
5518,how
5519,much
5520,data
5521,we've
5522,actually
5523,received
5524,from
5525,the
5526,client.
5527,in
5528,some
5529,"cases,"
5530,we've
5531,gotten
5532,enough
5533,data
5534,that
5535,we
5536,can
5537,make.
5538,um
5539,we
5540,can
5541,come
5542,up
5543,with
5544,estimation
5545,factors
5546,based
5547,"on,"
5548,"okay,"
5549,they
5550,have
5551,this
5552,many
5553,sites
5554,in
5555,a
5556,particular
5557,region.
5558,we
5559,can
5560,estimate
5561,per
5562,square
5563,footage
5564,based
5565,on
5566,"okay,"
5567,they're
5568,they're
5569,typical
5570,site
5571,usage
5572,that's
5573,a
5574,little
5575,more
5576,accurate
5577,than
5578,if
5579,we
5580,have
5581,to
5582,go
5583,down
5584,to
5585,use
5586,use
5587,something
5588,like
5589,setbacks
5590,factors
5591,which
5592,"is,"
5593,which
5594,are
5595,more
5596,national
5597,average.
5598,those
5599,are
5600,just
5601,average
5602,factors
5603,um
5604,based
5605,on
5606,like
5607,the
5608,building
5609,type.
5610,"um,"
5611,i
5612,think
5613,communicating
5614,uncertainty
5615,is
5616,something
5617,that
5618,corporate
5619,greenhouse
5620,gas
5621,inventories
5622,definitely
5623,struggle
5624,with
5625,"when,"
5626,when
5627,i
5628,was
5629,working
5630,in
5631,my
5632,graduate
5633,program
5634,and
5635,on
5636,national
5637,inventory
5638,kind
5639,of
5640,"stuff,"
5641,uncertainty
5642,analysis
5643,is
5644,a
5645,big
5646,part
5647,of
5648,it
5649,and
5650,will
5651,do
5652,kind
5653,of
5654,like
5655,monte
5656,carlo
5657,simulations
5658,to
5659,understand
5660,because
5661,i
5662,think
5663,"people,"
5664,people
5665,misunderstand
5666,that
5667,these
5668,"are,"
5669,these
5670,are
5671,estimates.
5672,these
5673,are
5674,not
5675,tailpipe
5676,measurements
5677,of
5678,"emissions,"
5679,right?
5680,there's
5681,an
5682,inherent
5683,uncertainty
5684,and
5685,the
5686,emissions
5687,factors
5688,that
5689,are
5690,being
5691,used
5692,in
5693,the
5694,activity
5695,data
5696,that's
5697,being
5698,used.
5699,"so,"
5700,but
5701,i
5702,think
5703,the
5704,corporate
5705,world
5706,isn't
5707,ready
5708,for
5709,that.
5710,right?
5711,i
5712,think
5713,corporations
5714,"really,"
5715,they
5716,want
5717,one
5718,number
5719,to
5720,report.
5721,right?
5722,they
5723,don't
5724,want
5725,to
5726,"say,"
5727,oh
5728,there's
5729,a
5730,90%
5731,chance
5732,our
5733,emissions
5734,fall
5735,within
5736,this
5737,range.
5738,they
5739,don't
5740,want
5741,to
5742,say
5743,that
5744,they
5745,want
5746,one
5747,number
5748,and
5749,say
5750,this
5751,is
5752,our
5753,this
5754,is
5755,our
5756,emissions
5757,and
5758,this
5759,is
5760,our
5761,target.
5762,um
5763,so
5764,we
5765,don't
5766,really
5767,we
5768,do
5769,communicate
5770,that
5771,okay.
5772,the
5773,data
5774,quality
5775,could
5776,be
5777,improved
5778,if
5779,we
5780,improve
5781,data
5782,collection
5783,efforts
5784,at
5785,these
5786,locations.
5787,but
5788,we
5789,don't
5790,try
5791,to
5792,"include,"
5793,we
5794,don't
5795,try
5796,to
5797,give
5798,it
5799,a
5800,score
5801,in
5802,terms
5803,of
5804,data
5805,in
5806,terms
5807,of
5808,accuracy.
5809,i
5810,don't
5811,"think,"
5812,i
5813,think
5814,a
5815,lot
5816,of
5817,corporations
5818,are
5819,not
5820,ready
5821,to
5822,hear
5823,that.
5824,even
5825,even
5826,the
5827,sites
5828,where
5829,we
5830,did
5831,get
5832,actual
5833,electricity
5834,usage
5835,information.
5836,that's
5837,an
5838,estimate
5839,and
5840,there's
5841,an
5842,uncertainty
5843,range
5844,around
5845,that
5846,as
5847,well.
5848,so
5849,um
5850,yeah
5851,it's
5852,we
5853,will
5854,we
5855,will
5856,tell
5857,companies
5858,that
5859,okay
5860,this
5861,is
5862,your
5863,percentage
5864,of
5865,locations
5866,that
5867,provided
5868,actuals
5869,and
5870,um
5871,these
5872,are
5873,the
5874,maybe
5875,we'll
5876,identify
5877,oh
5878,these
5879,are
5880,some
5881,some
5882,of
5883,your
5884,biggest
5885,using
5886,sites
5887,that
5888,we
5889,like.
5890,some
5891,of
5892,your
5893,biggest
5894,sites
5895,that
5896,we
5897,should
5898,focus
5899,data
5900,collection
5901,efforts
5902,on.
5903,maybe
5904,you
5905,don't
5906,worry
5907,about
5908,the
5909,one
5910,person
5911,office
5912,right
5913,somewhere.
5914,maybe
5915,you
5916,focus
5917,on
5918,the
5919,larger
5920,locations
5921,because
5922,those
5923,are
5924,gonna
5925,be
5926,more
5927,material
5928,but
5929,it's
5930,really
5931,that's
5932,really
5933,about
5934,that
5935,varies
5936,company
5937,the
5938,company
5939,depending
5940,on
5941,how
5942,their
5943,data
5944,quality
5945,is.
5946,yeah.
5947,do
5948,you
5949,ever
5950,in
5951,your
5952,company
5953,use
5954,a
5955,p.i.s.
5956,for
5957,like
5958,utility
5959,providers
5960,or
5961,anything
5962,sometimes.
5963,yeah.
5964,yeah.
5965,that's
5966,that's
5967,nice
5968,when
5969,when
5970,they
5971,have
5972,those
5973,but
5974,that's
5975,often
5976,times
5977,it
5978,takes
5979,a
5980,lot
5981,of
5982,time
5983,to
5984,set
5985,up.
5986,um
5987,usually
5988,that's
5989,most
5990,common
5991,when
5992,they're
5993,using
5994,an
5995,online
5996,calculation
5997,tool
5998,like
5999,a
6000,que
6001,vio
6002,for
6003,example
6004,um
6005,has
6006,a
6007,pretty
6008,good
6009,connecting.
6010,there's
6011,a
6012,couple
6013,other
6014,services
6015,um
6016,that
6017,will
6018,allow
6019,you
6020,provide
6021,login
6022,details
6023,like
6024,measurable
6025,pride
6026,login
6027,details
6028,to
6029,the
6030,utility
6031,"site,"
6032,connect
6033,the
6034,meters
6035,and
6036,then
6037,it
6038,will
6039,automatically
6040,import
6041,it.
6042,and
6043,that's
6044,great.
6045,so
6046,yeah
6047,we
6048,do
6049,use
6050,that
6051,when
6052,it's
6053,available.
6054,um
6055,what
6056,other
6057,integrations
6058,um
6059,would
6060,be
6061,valuable
6062,for
6063,both
6064,customers
6065,and
6066,yourself
6067,like
6068,what
6069,are
6070,some
6071,of
6072,the
6073,common
6074,tools
6075,like
6076,you
6077,know
6078,if
6079,you
6080,were
6081,an
6082,accountant
6083,you
6084,would
6085,say
6086,you
6087,are
6088,an
6089,accountant
6090,but
6091,quickbooks
6092,um
6093,for
6094,like
6095,employee
6096,data
6097,right?
6098,like
6099,what
6100,is
6101,that
6102,now?
6103,i
6104,think
6105,looking
6106,towards
6107,the
6108,scope
6109,three
6110,stuff
6111,and
6112,thinking
6113,about
6114,integrations
6115,with
6116,different
6117,one
6118,for
6119,like
6120,for
6121,business
6122,travel
6123,for
6124,example
6125,things
6126,that
6127,can
6128,occur
6129,in
6130,a
6131,mex
6132,they
6133,can
6134,do
6135,they
6136,can
6137,provide
6138,reports
6139,that
6140,provide
6141,all
6142,the
6143,necessary
6144,data
6145,to
6146,do
6147,these
6148,emissions
6149,calculations
6150,and
6151,then
6152,thinking
6153,about
6154,to
6155,spend
6156,data.
6157,thinking
6158,about
6159,supply
6160,chain
6161,things
6162,like
6163,i
6164,know
6165,s.a.p.
6166,is
6167,working
6168,on
6169,their
6170,own
6171,climate
6172,solution
6173,but
6174,even
6175,just
6176,connecting
6177,to
6178,s.a.p.
6179,um
6180,would
6181,probably
6182,be
6183,helpful
6184,and
6185,then
6186,companies
6187,always
6188,have
6189,their
6190,internal
6191,systems
6192,that
6193,they're
6194,using
6195,to
6196,track
6197,like
6198,logistics
6199,and
6200,so
6201,whatever
6202,whatever
6203,kind
6204,of
6205,logistics
6206,platforms
6207,they're
6208,using
6209,i
6210,think
6211,would
6212,be
6213,good
6214,from
6215,a
6216,scope
6217,three
6218,perspective.
6219,um
6220,and
6221,then
6222,internally
6223,um
6224,yeah
6225,whatever
6226,accounting
6227,software
6228,they're
6229,using.
6230,um
6231,maybe
6232,it's
6233,asap
6234,maybe
6235,it's
6236,something
6237,else
6238,usually
6239,for
6240,when
6241,we're
6242,talking
6243,about
6244,scope
6245,three
6246,like
6247,for
6248,purchase
6249,goods
6250,and
6251,services
6252,were
6253,starting
6254,to
6255,spend
6256,data
6257,and
6258,that's
6259,like
6260,important
6261,to
6262,pull
6263,out.
6264,i
6265,think
6266,often
6267,times
6268,that
6269,really
6270,requires
6271,a
6272,calm
6273,conversation
6274,with
6275,the
6276,accounting
6277,department
6278,because
6279,they
6280,don't
6281,really
6282,understand
6283,what
6284,we're
6285,asking
6286,for
6287,at
6288,first
6289,um
6290,when
6291,we're
6292,trying
6293,to
6294,look
6295,at
6296,all
6297,the
6298,spend
6299,data
6300,and
6301,so
6302,we
6303,have
6304,to
6305,really
6306,explain
6307,this
6308,is
6309,why
6310,we're
6311,doing
6312,it.
6313,this
6314,is
6315,what
6316,we
6317,need.
6318,this
6319,is
6320,like
6321,what
6322,level
6323,we
6324,need
6325,it
6326,broken
6327,down
6328,to
6329,like
6330,we
6331,don't
6332,need
6333,every
6334,single
6335,transaction.
6336,we
6337,need
6338,kind
6339,of
6340,like
6341,broad
6342,categories
6343,and
6344,and
6345,like
6346,the
6347,names
6348,of
6349,the
6350,customers
6351,or
6352,suppliers.
6353,um
6354,so
6355,those
6356,kind
6357,of
6358,things.
6359,would
6360,you
6361,find
6362,that
6363,do
6364,you
6365,think
6366,that
6367,customers
6368,would
6369,be
6370,more
6371,susceptible
6372,to?
6373,i
6374,don't
6375,"know,"
6376,logging
6377,into
6378,a
6379,platform
6380,and
6381,doing
6382,that
6383,kind
6384,of
6385,matching
6386,or
6387,letting
6388,you
6389,have
6390,all
6391,of
6392,the
6393,data
6394,and
6395,figuring.
6396,yeah
6397,the
6398,matching
6399,the
6400,matching
6401,of
6402,the
6403,spend
6404,data
6405,is
6406,is
6407,like
6408,more
6409,of
6410,an
6411,art.
6412,it's
6413,like
6414,an
6415,art
6416,rather
6417,than
6418,a
6419,science
6420,to
6421,where
6422,to
6423,match
6424,the
6425,spend
6426,data
6427,to
6428,what
6429,we
6430,have
6431,emissions
6432,factors
6433,for.
6434,um
6435,because
6436,the
6437,client
6438,probably
6439,doesn't
6440,want
6441,to
6442,do
6443,that
6444,themselves.
6445,they'll
6446,they'll
6447,probably
6448,turn
6449,to
6450,us
6451,and
6452,say
6453,okay
6454,what
6455,spend
6456,category
6457,like
6458,what
6459,category
6460,this
6461,is
6462,how
6463,much
6464,we
6465,spent
6466,on
6467,this
6468,item
6469,and
6470,if
6471,there's
6472,not
6473,a
6474,direct
6475,match
6476,that's
6477,like
6478,really
6479,clear
6480,to
6481,"see,"
6482,they'll
6483,they'll
6484,turn
6485,to
6486,us
6487,and
6488,be
6489,"like,"
6490,how
6491,do
6492,we
6493,quantify
6494,this
6495,in
6496,terms
6497,of
6498,emissions?
6499,um
6500,that's
6501,a
6502,common
6503,question
6504,that
6505,we
6506,get
6507,which
6508,departments
6509,are
6510,typically
6511,like
6512,dealing
6513,with
6514,your
6515,overall
6516,our
6517,main
6518,contacts
6519,"really,"
6520,it's
6521,a
6522,range.
6523,so
6524,some
6525,companies
6526,have
6527,like
6528,a
6529,sustainability
6530,team
6531,who
6532,are
6533,working
6534,with
6535,um
6536,other
6537,times
6538,"it's,"
6539,it's
6540,been
6541,commonly
6542,like
6543,pushed
6544,onto
6545,like
6546,the
6547,investor
6548,relations
6549,side
6550,of
6551,things
6552,like
6553,"say,"
6554,"okay,"
6555,the
6556,investors
6557,are
6558,asking
6559,for
6560,the
6561,emissions
6562,"data,"
6563,you
6564,deal
6565,with
6566,it.
6567,and
6568,so
6569,that's
6570,a
6571,little
6572,more
6573,difficult
6574,because
6575,they
6576,don't
6577,have
6578,any
6579,experience
6580,with
6581,what
6582,we're
6583,doing
6584,and
6585,what
6586,the
6587,calculations
6588,really
6589,entail.
6590,um
6591,sometimes
6592,also
6593,"facilities,"
6594,facilities
6595,is
6596,"a,"
6597,is
6598,a
6599,source
6600,for
6601,data
6602,and
6603,then
6604,accounting
6605,as
6606,"well,"
6607,accounting
6608,is
6609,a
6610,big
6611,source
6612,for
6613,"data,"
6614,"so,"
6615,but
6616,ideally
6617,there's
6618,at
6619,"least,"
6620,and
6621,usually
6622,it's
6623,it's
6624,a
6625,small
6626,sustainability
6627,"department,"
6628,the
6629,some
6630,companies
6631,have
6632,like
6633,really
6634,big
6635,teams
6636,um
6637,but
6638,a
6639,lot
6640,of
6641,people
6642,who
6643,are
6644,just
6645,starting
6646,"out,"
6647,it's
6648,like
6649,one
6650,or
6651,two
6652,people
6653,um
6654,and
6655,that's
6656,some
6657,another
6658,recommendation
6659,that
6660,oftentimes
6661,comes
6662,out
6663,of
6664,the
6665,work
6666,we
6667,do
6668,with
6669,them
6670,is
6671,you
6672,need
6673,more
6674,internal
6675,resources
6676,to
6677,devote
6678,to
6679,this
6680,um
6681,which
6682,is
6683,sometimes
6684,a
6685,hard
6686,conversation
6687,to
6688,have
6689,because
6690,there's
6691,not
6692,really
6693,uh
6694,there's
6695,not
6696,really
6697,a
6698,desire
6699,to
6700,do
6701,"more,"
6702,but
6703,sometimes
6704,there
6705,is
6706,like
6707,sometimes
6708,there's
6709,a
6710,lot
6711,of
6712,internal
6713,support
6714,and
6715,they're
6716,"like,"
6717,"yeah,"
6718,we
6719,can
6720,hire
6721,a
6722,sustainability
6723,analyst
6724,for
6725,example.
6726,"yeah,"
6727,i
6728,think
6729,that's
6730,the
6731,path
6732,and
6733,like
6734,jobs
6735,in
6736,general
6737,consultants
6738,and
6739,then
6740,eventually
6741,integrated.
6742,yeah.
6743,and
6744,then
6745,and
6746,that's
6747,i
6748,think
6749,some
6750,kind
6751,of
6752,the
6753,path
6754,that
6755,we
6756,will
6757,put
6758,some
6759,of
6760,our
6761,clients
6762,on
6763,is
6764,okay
6765,the
6766,first
6767,year
6768,two
6769,we're
6770,doing
6771,the
6772,emissions
6773,calculations
6774,for
6775,"them,"
6776,but
6777,then
6778,our
6779,recommendations
6780,are
6781,really
6782,like
6783,okay
6784,if
6785,you
6786,if
6787,you
6788,build
6789,an
6790,internal
6791,system
6792,or
6793,you
6794,get
6795,onto
6796,an
6797,external
6798,"system,"
6799,like
6800,a
6801,like
6802,a
6803,any
6804,kind
6805,of
6806,carbon
6807,accounting
6808,platform
6809,then
6810,you
6811,could
6812,do
6813,"that,"
6814,you
6815,can
6816,do
6817,the
6818,calculations
6819,yourselves
6820,and
6821,we
6822,can
6823,step
6824,back
6825,and
6826,become
6827,maybe
6828,like
6829,a
6830,third
6831,party
6832,verifier
6833,or
6834,assurance
6835,"provider,"
6836,things
6837,like
6838,that.
6839,okay.
6840,um
6841,"yeah,"
6842,so
6843,we
6844,are
6845,at
6846,you
6847,know
6848,getting
6849,closer
6850,to
6851,the
6852,top
6853,of
6854,the
6855,"hour,"
6856,i
6857,don't
6858,wanna
6859,keep
6860,you
6861,the
6862,full
6863,"time,"
6864,everyone
6865,has
6866,to
6867,do
6868,but
6869,is
6870,there
6871,any
6872,"other,"
6873,you
6874,"know,"
6875,anything
6876,you
6877,want
6878,to
6879,share?
6880,um
6881,as
6882,we
6883,work
6884,"on,"
6885,we're
6886,working
6887,on
6888,a
6889,lot
6890,of
6891,things
6892,that
6893,you
6894,touched
6895,on
6896,but
6897,it
6898,would
6899,be
6900,helpful
6901,to
6902,just
6903,like
6904,get
6905,an
6906,overview
6907,understanding
6908,of
6909,like
6910,the
6911,things
6912,that
6913,you
6914,most
6915,need
6916,and
6917,yourself
6918,and
6919,in
6920,like
6921,the
6922,profession
6923,of
6924,carbon
6925,accounting
6926,in
6927,"general,"
6928,i
6929,think
6930,we
6931,touched
6932,on
6933,a
6934,lot
6935,of
6936,the
6937,things
6938,i
6939,think
6940,like
6941,i
6942,"mentioned,"
6943,the
6944,boundary
6945,setting
6946,and
6947,the
6948,and
6949,the
6950,data
6951,collection
6952,are
6953,probably
6954,the
6955,biggest
6956,challenge
6957,is
6958,something
6959,related
6960,to
6961,boundary
6962,"setting,"
6963,there
6964,is
6965,like
6966,occasionally
6967,like
6968,some
6969,like
6970,the
6971,g2
6972,protocol
6973,is
6974,great
6975,for
6976,most
6977,in
6978,most
6979,cases
6980,and
6981,there
6982,are
6983,in
6984,some
6985,cases
6986,where
6987,you
6988,wish
6989,it
6990,would
6991,be
6992,a
6993,little
6994,more
6995,explicit
6996,about
6997,its
6998,instructions
6999,because
7000,i
7001,think
7002,it
7003,was
7004,written
7005,in
7006,with
7007,with
7008,the
7009,goal
7010,of
7011,getting
7012,as
7013,many
7014,corporations
7015,to
7016,participate
7017,as
7018,possible
7019,and
7020,actually
7021,start
7022,accounting
7023,for
7024,their
7025,um
7026,carbon
7027,emissions.
7028,"however,"
7029,with
7030,a
7031,different
7032,kind
7033,of
7034,control
7035,approaches
7036,and
7037,some
7038,of
7039,the
7040,different
7041,subjective
7042,decisions
7043,that
7044,you
7045,can
7046,make
7047,as
7048,a
7049,company
7050,when
7051,you're
7052,using
7053,the
7054,protocol
7055,because
7056,there's
7057,a
7058,lot
7059,of
7060,should
7061,rather
7062,than
7063,charles
7064,and
7065,there's
7066,a
7067,lot
7068,of
7069,like
7070,different
7071,ways
7072,to
7073,do
7074,it.
7075,i
7076,don't
7077,think
7078,that
7079,a
7080,lot
7081,of
7082,the
7083,times
7084,the
7085,comparability
7086,of
7087,different
7088,um
7089,inventories
7090,isn't
7091,as
7092,like
7093,exact
7094,because
7095,some
7096,companies
7097,will
7098,put
7099,the
7100,natural
7101,gas
7102,"office,"
7103,the
7104,natural
7105,gas
7106,usage
7107,that
7108,they're
7109,using
7110,in
7111,their
7112,leased
7113,"offices,"
7114,some
7115,will
7116,put
7117,it
7118,in
7119,scope
7120,one
7121,because
7122,it's
7123,a
7124,fuel
7125,"combustion,"
7126,some
7127,will
7128,put
7129,it
7130,in
7131,scope
7132,to
7133,because
7134,they
7135,consider
7136,it
7137,purchased
7138,energy
7139,for
7140,example
7141,and
7142,"there's,"
7143,i've
7144,seen
7145,it
7146,done
7147,both
7148,ways.
7149,there's
7150,not
7151,really
7152,clear
7153,guidance
7154,from
7155,the
7156,g
7157,protocol
7158,on
7159,it.
7160,if
7161,you
7162,read
7163,it
7164,one
7165,way
7166,you
7167,can
7168,you
7169,can
7170,make
7171,an
7172,argument
7173,for
7174,both
7175,sides.
7176,so
7177,i
7178,think
7179,the
7180,comparability
7181,sometimes
7182,uh
7183,struggles.
7184,i
7185,know
7186,there's
7187,efforts
7188,like
7189,um
7190,there's
7191,something
7192,called
7193,the
7194,carbon
7195,call
7196,which
7197,i
7198,think
7199,is
7200,an
7201,is
7202,an
7203,effort
7204,with
7205,like
7206,microsoft
7207,and
7208,a
7209,few
7210,other
7211,big
7212,organizations
7213,that
7214,are
7215,trying
7216,to
7217,really
7218,standardize
7219,these
7220,carbon
7221,accounting
7222,principles
7223,and
7224,make
7225,with
7226,the
7227,goal
7228,of
7229,making
7230,emissions
7231,inventories
7232,comparable
7233,to
7234,one
7235,another.
7236,so
7237,i
7238,think
7239,that's
7240,something
7241,that
7242,"um,"
7243,would
7244,be
7245,useful
7246,and
7247,whether
7248,that
7249,takes
7250,the
7251,form
7252,of
7253,"um,"
7254,i
7255,don't
7256,"know,"
7257,maybe
7258,there's
7259,just
7260,industry
7261,alignment
7262,over
7263,time
7264,or
7265,if
7266,it's
7267,"education,"
7268,i'm
7269,not
7270,sure.
7271,but
7272,"yeah,"
7273,like
7274,accessible
7275,data
7276,visualization.
7277,"yeah,"
7278,we're
7279,"like,"
7280,"yeah,"
7281,just
7282,"okay,"
7283,this
7284,is
7285,how
7286,everyone
7287,else
7288,is
7289,doing
7290,it.
7291,"and,"
7292,and
7293,to
7294,some
7295,"degree,"
7296,cdp
7297,is
7298,good
7299,for
7300,that
7301,because
7302,you
7303,can
7304,look
7305,at
7306,companies
7307,cdp
7308,"responses,"
7309,but
7310,i
7311,don't
7312,think
7313,they're
7314,"like,"
7315,i
7316,wish
7317,that
7318,all
7319,the
7320,methodologies
7321,were
7322,were
7323,"open,"
7324,right?
7325,and
7326,i
7327,know
7328,that's
7329,something
7330,"that,"
7331,that
7332,you
7333,guys
7334,are
7335,working
7336,on
7337,two
7338,is
7339,like
7340,having
7341,"a,"
7342,having
7343,an
7344,open
7345,"methodology,"
7346,right?
7347,so
7348,that
7349,people
7350,can
7351,look
7352,at
7353,it
7354,and
7355,"say,"
7356,"okay,"
7357,this
7358,is
7359,how
7360,they're
7361,doing
7362,it.
7363,we
7364,can
7365,do
7366,it
7367,the
7368,same
7369,way.
7370,"um,"
7371,we
7372,have
7373,confidence
7374,that
7375,everyone
7376,that
7377,uses
7378,this
7379,methodology
7380,is
7381,doing
7382,it
7383,the
7384,same
7385,way
7386,and
7387,we
7388,can
7389,compare
7390,our
7391,results
7392,and
7393,it
7394,can
7395,be
7396,comparable
7397,year
7398,over
7399,"year,"
7400,right?
7401,so
7402,that
7403,doesn't
7404,change
7405,over
7406,time.
7407,"oh,"
7408,another
7409,another
7410,challenge
7411,might
7412,be
7413,that
7414,we
7415,deal
7416,with
7417,less
7418,frequently
7419,is
7420,baseline
7421,recalculations
7422,"for,"
7423,so
7424,for
7425,when
7426,a
7427,company
7428,maybe
7429,they
7430,acquire
7431,another
7432,company
7433,and
7434,they're
7435,"like,"
7436,"okay,"
7437,how
7438,does
7439,this
7440,affect
7441,our
7442,target?
7443,and
7444,that's
7445,usually
7446,a
7447,fairly
7448,like
7449,painstaking
7450,process
7451,of
7452,explaining
7453,to
7454,"them,"
7455,"okay,"
7456,how
7457,they
7458,can
7459,recalculate
7460,their
7461,baseline
7462,so
7463,that
7464,the
7465,target
7466,is
7467,not
7468,completely
7469,out
7470,of
7471,whack
7472,because
7473,they
7474,acquired
7475,someone
7476,or
7477,if
7478,they
7479,sold
7480,someone.
7481,so
7482,i
7483,don't
7484,know
7485,if
7486,if
7487,you
7488,guys
7489,have
7490,any
7491,capabilities
7492,for
7493,baseline
7494,recalculations
7495,"or,"
7496,or
7497,like
7498,the
7499,same
7500,as
7501,consolidation
7502,method.
7503,so
7504,"yeah,"
7505,kind
7506,of.
7507,so
7508,it's
7509,like
7510,if
7511,if
7512,a
7513,hypothetical
7514,company
7515,sets
7516,their
7517,baseline
7518,in
7519,2019
7520,for
7521,"example,"
7522,and
7523,then
7524,this
7525,past
7526,year
7527,they
7528,acquire
7529,like
7530,a
7531,company
7532,of
7533,similar
7534,"size,"
7535,their
7536,emissions
7537,all
7538,of
7539,a
7540,sudden
7541,you're
7542,gonna
7543,almost
7544,double
7545,and
7546,that
7547,looks
7548,like
7549,"they've,"
7550,if
7551,you
7552,just
7553,use
7554,the
7555,same
7556,baseline
7557,"year,"
7558,it
7559,looked
7560,like
7561,their
7562,emissions
7563,went
7564,like
7565,shot
7566,up.
7567,even
7568,though
7569,that's
7570,really
7571,not
7572,like
7573,organic
7574,emissions
7575,"growth,"
7576,those
7577,emissions
7578,were
7579,already
7580,occurring.
7581,they
7582,were
7583,just
7584,not
7585,occurring
7586,within
7587,the
7588,boundary.
7589,so
7590,we'll
7591,go
7592,through
7593,a
7594,process
7595,sometimes
7596,of
7597,recalculating
7598,that
7599,baseline
7600,saying
7601,"that,"
7602,"okay,"
7603,if
7604,you
7605,had
7606,acquired
7607,"that,"
7608,if
7609,you
7610,did
7611,contain
7612,those
7613,emissions
7614,in
7615,your
7616,boundary
7617,in
7618,"2019,"
7619,this
7620,is
7621,what
7622,your
7623,baseline
7624,would
7625,have
7626,been.
7627,so
7628,in
7629,reality
7630,you're
7631,emissions
7632,are
7633,"like,"
7634,maybe
7635,they're
7636,"flat,"
7637,but
7638,they
7639,didn't
7640,like
7641,they
7642,didn't
7643,like
7644,double
7645,over
7646,those
7647,last
7648,two
7649,years
7650,when
7651,in
7652,reality
7653,those
7654,emissions
7655,were
7656,already
7657,occurring
7658,just
7659,outside
7660,the
7661,boundary.
7662,"yeah,"
7663,i
7664,know
7665,we're
7666,working
7667,on
7668,that
7669,um
7670,something
7671,similar
7672,and
7673,i
7674,know
7675,that
7676,it's
7677,a
7678,heavier
7679,math
7680,lift
7681,than
7682,so
7683,"yeah,"
7684,that
7685,that
7686,i
7687,would
7688,"say,"
7689,"yeah,"
7690,that
7691,i'd
7692,be
7693,interested
7694,to
7695,see
7696,um
