,timecode,transcript,polarity,neg,neu,pos,compound
252,00:27:53.21 - 00:27:59.98,They're also really concerned about the sec has proposed climate rule and what that means for setting their boundaries.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
253,00:27:59.99 - 00:28:13.61,"I think in the climate rule it might have, we'll see when it finally comes when the final version comes out, but are they going to need to align their greenhouse gas emission boundaries with their financial reporting boundaries like they have in their in their 10-K.S.","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.5023}",0.0,0.933,0.067,0.5023
254,00:28:13.91 - 00:28:16.29,Um So that's that's another one.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
255,00:28:16.29 - 00:28:17.87,So data collection and the boundary setting.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
256,00:28:17.88 - 00:28:20.10,Our two big ones I think.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
257,00:28:20.59 - 00:28:26.64,Do you provide any sort of templates or any spreadsheets that they can get started on?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
258,00:28:26.64 - 00:28:27.21,Like when?,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.0,0.286,0.714,0.3612
259,00:28:27.22 - 00:28:36.36,"Yeah, we usually we'll send them a data collection spreadsheet after we if we if we know okay there's this many locations and they all use, we won't understand.","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.4767}",0.0,0.864,0.136,0.4767
260,00:28:36.36 - 00:28:37.89,"Okay, do they use electricity?","{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}",0.0,0.678,0.322,0.2263
261,00:28:37.89 - 00:28:47.31,Do they use natural gas will send kind of a either a Excel template or that they can fill out and then return to us.,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6705}",0.0,0.792,0.208,0.6705
262,00:28:47.97 - 00:28:54.14,"Which is great when they do a lot of times they don't do that, they just send back the bills and they make us pull out the information.","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.6249}",0.0,0.864,0.136,0.6249
263,00:28:54.15 - 00:29:04.30,"Um or we've been starting to move to like surveys where we say, okay, if we have a contact, we'll build a survey for them to input the information into a survey.","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.5267}",0.0,0.86,0.14,0.5267
264,00:29:04.30 - 00:29:11.75,"And then we that's if everyone fills out the survey, it's a little more straightforward because then we can export survey um data and it's easier to work with.","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4215}",0.0,0.906,0.094,0.4215
265,00:29:11.76 - 00:29:23.81,"But yeah, it's still it's still about kind of it's still a fairly manual process like okay, understanding these are the correct contacts at each site to send it out to getting the data, putting it all together, that kind of thing.","{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.8126}",0.0,0.819,0.181,0.8126
266,00:29:23.82 - 00:29:24.48,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.0,0.0,1.0,0.296
267,00:29:24.49 - 00:29:35.13,"And do they, let's say somebody has 1000 locations all over the world, they really have access to these factories if they want to do a full.","{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.0772}",0.0,0.951,0.049,0.0772
268,00:29:35.14 - 00:29:36.71,So it depends on the company.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
269,00:29:36.71 - 00:29:43.08,"The really mature companies will, will have some kind of, especially if they're pushing 1000 locations that they own.","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.4754}",0.0,0.853,0.147,0.4754
270,00:29:43.09 - 00:30:01.41,"Um They more mature companies are using, like I said, like I hinted at a bill pay service, Energy does a bill pay service or they'll have a central tracking system where maybe not all of their stores are on it, but some of their stores are on it and so we can take that data and that's it's great when they have it.","{'neg': 0.036, 'neu': 0.774, 'pos': 0.19, 'compound': 0.8846}",0.036,0.774,0.19,0.8846
271,00:30:01.60 - 00:30:11.62,"Um sometimes they'll have access a lot of the times, especially in the least locations they don't have access to the bills because they don't get billed directly.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
272,00:30:11.62 - 00:30:13.62,They're paying the landlord back for utilities.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
273,00:30:13.63 - 00:30:29.07,"And those cases we either can ask the landlord for full building data and pro rated by square footage that they that they're occupying the building or if there's no data available, which is often the case with some, we use estimates for for some locations where they don't have data.","{'neg': 0.042, 'neu': 0.958, 'pos': 0.0, 'compound': -0.296}",0.042,0.958,0.0,-0.296
274,00:30:29.08 - 00:30:37.38,"Um It's, it's all this is that's the, that's the tedious part really is figuring, okay which locations are we going to get data for?","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.2878}",0.0,0.917,0.083,0.2878
275,00:30:37.38 - 00:30:43.66,"Which locations do we need to estimate which locations do we have like maybe full building data, but not just their space.","{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.1901}",0.0,0.923,0.077,0.1901
276,00:30:43.67 - 00:30:48.14,"Um, so that's that's a big tricky challenge that we deal with.","{'neg': 0.134, 'neu': 0.756, 'pos': 0.109, 'compound': -0.0772}",0.134,0.756,0.109,-0.0772
277,00:30:48.15 - 00:30:48.52,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.0,0.0,1.0,0.296
278,00:30:48.53 - 00:30:52.52,How do you communicate the accuracy of those estimates?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
279,00:30:53.26 - 00:30:53.72,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.0,0.0,1.0,0.296
280,00:30:53.73 - 00:31:00.19,"So it's, I think it's like we will use, it depends on how much data we've actually received from the client.","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.0,0.884,0.116,0.3612
281,00:31:00.20 - 00:31:03.92,"In some cases, we've gotten enough data that we can make.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
282,00:31:03.93 - 00:31:11.17,"Um we can come up with estimation factors based on, okay, they have this many sites in a particular region.","{'neg': 0.0, 'neu': 0.905, 'pos': 0.095, 'compound': 0.2263}",0.0,0.905,0.095,0.2263
283,00:31:11.18 - 00:31:24.86,"We can estimate per square footage based on okay, they're they're typical site usage that's a little more accurate than if we have to go down to use use something like setbacks factors which is, which are more national average.","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.5267}",0.0,0.894,0.106,0.5267
284,00:31:24.87 - 00:31:28.83,Those are just average factors um based on like the building type.,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.0,0.815,0.185,0.3612
285,00:31:28.84 - 00:31:55.01,"Um, I think communicating uncertainty is something that corporate greenhouse gas inventories definitely struggle with when, when I was working in my graduate program and on national inventory kind of stuff, uncertainty analysis is a big part of it and will do kind of like monte Carlo simulations to understand because I think people, people misunderstand that these are, these are estimates.","{'neg': 0.144, 'neu': 0.782, 'pos': 0.074, 'compound': -0.5709}",0.144,0.782,0.074,-0.5709
286,00:31:55.02 - 00:31:58.11,"These are not tailpipe measurements of emissions, right?","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
287,00:31:58.12 - 00:32:03.82,There's an inherent uncertainty and the emissions factors that are being used in the activity data that's being used.,"{'neg': 0.118, 'neu': 0.882, 'pos': 0.0, 'compound': -0.34}",0.118,0.882,0.0,-0.34
288,00:32:03.83 - 00:32:08.50,"So, But I think the corporate world isn't ready for that.","{'neg': 0.228, 'neu': 0.772, 'pos': 0.0, 'compound': -0.395}",0.228,0.772,0.0,-0.395
289,00:32:08.51 - 00:32:08.84,Right?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
290,00:32:08.84 - 00:32:12.25,"I think corporations really, they want one number to report.","{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.2212}",0.0,0.709,0.291,0.2212
291,00:32:12.26 - 00:32:12.51,Right?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
292,00:32:12.51 - 00:32:16.60,"They don't want to say, Oh there's a 90% chance our emissions fall within this range.","{'neg': 0.075, 'neu': 0.801, 'pos': 0.123, 'compound': 0.1969}",0.075,0.801,0.123,0.1969
293,00:32:16.61 - 00:32:21.70,They don't want to say that they want one number and say this is our this is our emissions and this is our target.,"{'neg': 0.099, 'neu': 0.849, 'pos': 0.053, 'compound': -0.0372}",0.099,0.849,0.053,-0.0372
294,00:32:21.71 - 00:32:27.12,Um So we don't really we do communicate that okay.,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.0,0.826,0.174,0.2263
295,00:32:27.12 - 00:32:32.02,The data quality could be improved if we improve data collection efforts at these locations.,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}",0.0,0.684,0.316,0.7184
296,00:32:32.03 - 00:32:38.32,"But we don't try to include, we don't try to give it a score in terms of data in terms of accuracy.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
297,00:32:38.33 - 00:32:42.04,"I don't think, I think a lot of corporations are not ready to hear that.","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.2755}",0.161,0.839,0.0,-0.2755
298,00:32:42.05 - 00:32:45.88,Even even the sites where we did get actual electricity usage information.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
299,00:32:46.61 - 00:32:49.66,That's an estimate and there's an uncertainty range around that as well.,"{'neg': 0.166, 'neu': 0.69, 'pos': 0.145, 'compound': -0.0772}",0.166,0.69,0.145,-0.0772
300,00:32:49.67 - 00:33:07.57,So um yeah it's we will we will tell companies that okay this is your percentage of locations that provided actuals and um these are the maybe we'll identify oh these are some some of your biggest using sites that we like.,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.7076}",0.0,0.85,0.15,0.7076
301,00:33:07.58 - 00:33:10.82,Some of your biggest sites that we should focus data collection efforts on.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
302,00:33:10.83 - 00:33:16.35,Maybe you don't worry about the one person office right somewhere.,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.3412}",0.0,0.806,0.194,0.3412
303,00:33:16.35 - 00:33:26.63,Maybe you focus on the larger locations because those are gonna be more material but it's really that's really about that varies company the company depending on how their data quality is.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
304,00:33:26.64 - 00:33:27.60,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.0,0.0,1.0,0.296
305,00:33:27.61 - 00:33:31.51,Do you ever in your company use a P.I.S.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
306,00:33:31.89 - 00:33:34.33,For like utility providers or anything sometimes.,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.0,0.706,0.294,0.3612
307,00:33:34.34 - 00:33:35.16,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.0,0.0,1.0,0.296
308,00:33:35.35 - 00:33:35.79,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.0,0.0,1.0,0.296
309,00:33:35.80 - 00:33:41.53,That's that's nice when when they have those but that's often times it takes a lot of time to set up.,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",0.0,0.909,0.091,0.2263
310,00:33:41.54 - 00:33:49.93,Um Usually that's most common when they're using an online calculation tool like a que vio for example um has a pretty good connecting.,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8225}",0.0,0.688,0.312,0.8225
311,00:33:49.93 - 00:34:00.73,"There's a couple other services um that will allow you provide login details like measurable pride login details to the utility site, connect the meters and then it will automatically import it.","{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.7003}",0.0,0.805,0.195,0.7003
312,00:34:00.74 - 00:34:01.25,And that's great.,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.0,0.328,0.672,0.6249
313,00:34:01.25 - 00:34:02.88,So yeah we do use that when it's available.,"{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.3597}",0.0,0.762,0.238,0.3597
314,00:34:02.89 - 00:34:22.19,Um What other integrations um would be valuable for both customers and yourself like what are some of the common tools like you know if you were an accountant you would say you are an accountant but quickbooks um for like employee data right?,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7783}",0.0,0.82,0.18,0.7783
315,00:34:22.20 - 00:34:23.84,Like what is that now?,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.0,0.615,0.385,0.3612
316,00:34:23.84 - 00:34:42.87,I think looking towards the scope three stuff and thinking about integrations with different one for like for business travel for example things that can occur in a Mex they can do they can provide reports that provide all the necessary data to do these emissions calculations and then thinking about to spend data.,"{'neg': 0.0, 'neu': 0.953, 'pos': 0.047, 'compound': 0.3612}",0.0,0.953,0.047,0.3612
317,00:34:42.87 - 00:34:45.50,Thinking about supply chain things like I know S.A.P.,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}",0.0,0.737,0.263,0.3612
318,00:34:45.89 - 00:34:49.91,Is working on their own climate solution but even just connecting to S.A.P.,"{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.1655}",0.0,0.879,0.121,0.1655
319,00:34:50.74 - 00:35:04.59,Um would probably be helpful and then companies always have their internal systems that they're using to track like Logistics and so whatever whatever kind of logistics platforms they're using I think would be good from a scope three perspective.,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.802}",0.0,0.81,0.19,0.802
320,00:35:04.60 - 00:35:11.96,Um And then internally um yeah whatever accounting software they're using.,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.296}",0.0,0.82,0.18,0.296
321,00:35:11.97 - 00:35:21.12,Um Maybe it's ASAP maybe it's something else usually for when we're talking about scope three like for purchase goods and services were starting to spend data and that's like important to pull out.,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.7003}",0.0,0.82,0.18,0.7003
322,00:35:21.13 - 00:35:35.19,I think often times that really requires a calm conversation with the accounting department because they don't really understand what we're asking for at first um When we're trying to look at all the spend data and so we have to really explain this is why we're doing it.,"{'neg': 0.0, 'neu': 0.947, 'pos': 0.053, 'compound': 0.3774}",0.0,0.947,0.053,0.3774
323,00:35:35.83 - 00:35:37.11,This is what we need.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
324,00:35:37.12 - 00:35:41.36,This is like what level we need it broken down to like we don't need every single transaction.,"{'neg': 0.134, 'neu': 0.649, 'pos': 0.216, 'compound': 0.2263}",0.134,0.649,0.216,0.2263
325,00:35:41.37 - 00:35:46.72,We need kind of like broad categories and and like the names of the customers or suppliers.,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.529}",0.0,0.773,0.227,0.529
326,00:35:46.73 - 00:35:49.29,Um So those kind of things.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
327,00:35:51.30 - 00:35:57.35,Would you find that do you think that customers would be more susceptible to?,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
328,00:35:58.02 - 00:36:05.06,"I don't know, logging into a platform and doing that kind of matching or letting you have all of the data and figuring.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
329,00:36:05.06 - 00:36:09.31,Yeah the matching the matching of the spend data is is like more of an art.,"{'neg': 0.0, 'neu': 0.749, 'pos': 0.251, 'compound': 0.5719}",0.0,0.749,0.251,0.5719
330,00:36:09.32 - 00:36:14.49,It's like an art rather than a science to where to match the spend data to what we have emissions factors for.,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.0,0.889,0.111,0.3612
331,00:36:14.50 - 00:36:19.15,Um Because the client probably doesn't want to do that themselves.,"{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.0572}",0.109,0.891,0.0,-0.0572
332,00:36:19.15 - 00:36:33.24,"They'll they'll probably turn to us and say okay what spend category like what category this is how much we spent on this item and if there's not a direct match that's like really clear to see, they'll they'll turn to us and be like, how do we quantify this in terms of emissions?","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.8832}",0.0,0.796,0.204,0.8832
333,00:36:33.25 - 00:36:45.26,"Um That's a common question that we get which departments are typically like dealing with your overall our main contacts really, it's a range.","{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.0,0.894,0.106,0.3612
334,00:36:45.26 - 00:37:00.73,"So some companies have like a sustainability team who are working with um Other times it's, it's been commonly like pushed onto like the investor relations side of things like say, okay, the investors are asking for the emissions data, you deal with it.","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.872}",0.0,0.762,0.238,0.872
335,00:37:00.73 - 00:37:07.35,And so that's a little more difficult because they don't have any experience with what we're doing and what the calculations really entail.,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.3642}",0.107,0.893,0.0,-0.3642
336,00:37:07.36 - 00:37:50.72,"Um Sometimes also facilities, facilities is a, is a source for data and then accounting as well, accounting is a big source for data, so, but ideally there's at least, and usually it's it's a small sustainability department, the some companies have like really big teams um but a lot of people who are just starting out, it's like one or two people um and that's some another recommendation that oftentimes comes out of the work we do with them is you need more internal resources to devote to this um which is sometimes a hard conversation to have because there's not really uh there's not really a desire to do more, but sometimes there is like sometimes there's a lot of internal support and they're like, yeah, we can hire a sustainability analyst for example.","{'neg': 0.032, 'neu': 0.78, 'pos': 0.188, 'compound': 0.9729}",0.032,0.78,0.188,0.9729
337,00:37:50.73 - 00:38:00.40,"Yeah, I think that's the path and like jobs in general consultants and then eventually integrated.","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.5719}",0.0,0.734,0.266,0.5719
338,00:38:00.41 - 00:38:01.35,Yeah.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.296}",0.0,0.0,1.0,0.296
339,00:38:01.36 - 00:38:34.03,"And then and that's I think some kind of the path that we will put some of our clients on is okay the first year two we're doing the emissions calculations for them, but then our recommendations are really like okay if you if you build an internal system or you get onto an external system, like a like a any kind of carbon accounting platform then you could do that, you can do the calculations yourselves and we can step back and become maybe like a third party verifier or assurance provider, things like that.","{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9816}",0.0,0.742,0.258,0.9816
340,00:38:35.40 - 00:38:36.08,Okay.,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2263}",0.0,0.0,1.0,0.2263
341,00:38:36.09 - 00:38:50.48,"Um yeah, so we are at you know getting closer to the top of the hour, I don't wanna keep you the full time, everyone has to do but is there any other, you know, anything you want to share?","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.6428}",0.0,0.828,0.172,0.6428
342,00:38:50.49 - 00:39:42.20,"Um As we work on, we're working on a lot of things that you touched on but it would be helpful to just like get an overview understanding of like the things that you most need and yourself and in like the profession of carbon accounting in general, I think we touched on a lot of the things I think like I mentioned, the boundary setting and the and the data collection are probably the biggest challenge is something related to boundary setting, There is like occasionally like Some like the G2 Protocol is great for most in most cases and there are in some cases where you wish it would be a little more explicit about its instructions because I think it was written in with with the goal of getting as many corporations to participate as possible and actually start accounting for their um carbon emissions.","{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.9892}",0.0,0.778,0.222,0.9892
343,00:39:42.21 - 00:39:56.48,"However, with a different kind of control approaches and some of the different subjective decisions that you can make as a company when you're using the protocol because there's a lot of should rather than Charles and there's a lot of like different ways to do it.","{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.3612}",0.0,0.944,0.056,0.3612
344,00:39:56.49 - 00:40:21.35,"I don't think that a lot of the times the comparability of different um inventories isn't as like exact because some companies will put the natural gas office, the natural gas usage that they're using in their leased offices, some will put it in scope one because it's a fuel combustion, some will put it in scope to because they consider it purchased energy for example and there's, I've seen it done both ways.","{'neg': 0.028, 'neu': 0.879, 'pos': 0.093, 'compound': 0.6111}",0.028,0.879,0.093,0.6111
345,00:40:21.35 - 00:40:24.02,There's not really clear guidance from the G protocol on it.,"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.3401}",0.211,0.789,0.0,-0.3401
346,00:40:24.02 - 00:40:27.38,If you read it one way you can you can make an argument for both sides.,"{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.3612}",0.143,0.857,0.0,-0.3612
347,00:40:27.39 - 00:40:32.11,So I think the comparability sometimes uh struggles.,"{'neg': 0.294, 'neu': 0.706, 'pos': 0.0, 'compound': -0.3612}",0.294,0.706,0.0,-0.3612
348,00:40:32.12 - 00:40:48.84,I know there's efforts like um there's something called the carbon call which I think is an is an effort with like Microsoft and a few other big organizations that are trying to really standardize these carbon accounting principles and make with the goal of making emissions inventories comparable to one another.,"{'neg': 0.0, 'neu': 0.904, 'pos': 0.096, 'compound': 0.6124}",0.0,0.904,0.096,0.6124
349,00:40:48.84 - 00:41:00.33,"So I think that's something that um, would be useful and whether that takes the form of um, I don't know, maybe there's just industry alignment over time or if it's education, I'm not sure.","{'neg': 0.055, 'neu': 0.864, 'pos': 0.081, 'compound': 0.2354}",0.055,0.864,0.081,0.2354
350,00:41:00.34 - 00:41:04.58,"But yeah, like accessible data visualization.","{'neg': 0.0, 'neu': 0.398, 'pos': 0.602, 'compound': 0.7227}",0.0,0.398,0.602,0.7227
351,00:41:04.59 - 00:41:07.81,"Yeah, we're like, yeah, just okay, this is how everyone else is doing it.","{'neg': 0.0, 'neu': 0.532, 'pos': 0.468, 'compound': 0.7783}",0.0,0.532,0.468,0.7783
352,00:41:07.82 - 00:41:18.53,"And, and to some degree, cdP is good for that because you can look at companies cdP responses, but I don't think they're like, I wish that all the methodologies were were open, right?","{'neg': 0.072, 'neu': 0.78, 'pos': 0.148, 'compound': 0.4282}",0.072,0.78,0.148,0.4282
353,00:41:18.53 - 00:41:23.84,"And I know that's something that, that you guys are working on two is like having a, having an open methodology, right?","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.0,0.889,0.111,0.3612
354,00:41:23.97 - 00:41:27.65,"So that people can look at it and say, okay, this is how they're doing it.","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.2263}",0.0,0.888,0.112,0.2263
355,00:41:27.66 - 00:41:29.20,We can do it the same way.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
356,00:41:29.21 - 00:41:37.80,"Um, we have confidence that everyone that uses this methodology is doing it the same way and we can compare our results and it can be comparable year over year, right?","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5106}",0.0,0.901,0.099,0.5106
357,00:41:37.80 - 00:41:39.36,So that doesn't change over time.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
358,00:41:40.54 - 00:41:53.91,"Oh, another another challenge might be that we deal with less frequently is baseline recalculations for, so for when a company maybe they acquire another company and they're like, okay, how does this affect our target?","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.5719}",0.0,0.849,0.151,0.5719
359,00:41:53.92 - 00:42:05.17,"And that's usually a fairly like painstaking process of explaining to them, okay, how they can recalculate their baseline so that the target is not completely out of whack because they acquired someone or if they sold someone.","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.5267}",0.0,0.888,0.112,0.5267
360,00:42:05.29 - 00:42:12.73,"So I don't know if if you guys have any capabilities for baseline recalculations or, or like the same as consolidation method.","{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.0,0.889,0.111,0.3612
361,00:42:13.42 - 00:42:15.61,"So Yeah, kind of.","{'neg': 0.0, 'neu': 0.546, 'pos': 0.454, 'compound': 0.3597}",0.0,0.546,0.454,0.3597
362,00:42:15.62 - 00:42:36.24,"So it's like if if a hypothetical company sets their baseline in 2019 for example, and then this past year they acquire like a company of similar size, their emissions all of a sudden you're gonna almost double and that looks like they've, if you just use the same baseline year, it looked like their emissions went like shot up.","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.9168}",0.0,0.789,0.211,0.9168
363,00:42:36.24 - 00:42:40.29,"Even though that's really not like organic emissions growth, those emissions were already occurring.","{'neg': 0.141, 'neu': 0.706, 'pos': 0.153, 'compound': 0.0546}",0.141,0.706,0.153,0.0546
364,00:42:40.30 - 00:42:42.68,They were just not occurring within the boundary.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0
365,00:42:43.10 - 00:42:55.81,"So we'll go through a process sometimes of recalculating that baseline saying that, Okay, if you had acquired that, if you did contain those emissions in your boundary in 2019, this is what your baseline would have been.","{'neg': 0.0, 'neu': 0.95, 'pos': 0.05, 'compound': 0.2263}",0.0,0.95,0.05,0.2263
366,00:42:55.81 - 00:43:05.38,"So in reality you're emissions are like, maybe they're flat, but they didn't like they didn't like double over those last two years when in reality those emissions were already occurring just outside the boundary.","{'neg': 0.0, 'neu': 0.795, 'pos': 0.205, 'compound': 0.8047}",0.0,0.795,0.205,0.8047
367,00:43:05.69 - 00:43:33.19,"Yeah, I know we're working on that um something similar and I know that it's a heavier math lift than so yeah, that that I would say, yeah, that I'd be interested to see um once you guys have something ready to take a look at for, for that perspective, that's I think it's not super intuitive for clients to understand and the math, because you're at some point you're like back casting for this acquired company, it's a little more complicated.","{'neg': 0.036, 'neu': 0.784, 'pos': 0.18, 'compound': 0.8882}",0.036,0.784,0.18,0.8882
368,00:43:33.20 - 00:43:35.89,Um So that would be a tool that I would definitely want to take a look at.,"{'neg': 0.0, 'neu': 0.75, 'pos': 0.25, 'compound': 0.4588}",0.0,0.75,0.25,0.4588
369,00:43:35.90 - 00:43:37,"Yeah, awesome.","{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.743}",0.0,0.0,1.0,0.743
370,00:43:37 - 00:43:38.28,"Yeah, I'll keep you in mind.","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.296}",0.0,0.694,0.306,0.296
